"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Cardenas C.; West R.; Swan R.; Plummer K.","Cardenas, Christopher (58343609000); West, Richard (56433927200); Swan, Richard (36926194100); Plummer, Kenneth (55853969300)","58343609000; 56433927200; 36926194100; 55853969300","Modeling Expertise through Decision-based Learning: Theory, Practice, and Technology Applications; [Experiencia en modelado a través del aprendizaje basado en decisiones: Aplicaciones de la teoría, la práctica y la tecnología]","2020","Revista de Educación a Distancia","20","64","8","","","","3","10.6018/RED.408651","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095781665&doi=10.6018%2fRED.408651&partnerID=40&md5=332a72145431e9360d9eddfb7d8f86da","In higher education, faculty are generally hired for their expertise in the field. They have received extensive training in the discipline but have received limited training in teaching. Thus, they struggle in two ways to teach and develop expertise in novices: First, they are often blind to how their own intuitive expertise functions, and second, they lack a pedagogical strategy to teach their intuitive expert decision-making to students. In this paper, we synthesize the literature on these difficulties for experts. We then discuss how DBL uses cognitive task analysis to help experts make their knowledge explicit and how DBL may be an appropriate pedagogical solution for many university professors. Finally, we provide case studies of DBL in action and discuss how educational technology can support the theory and practice of Decision-based Learning. © 2020 Universidad de Murcia. All rights reserved.","DBL; Decision-based Learning; Educational Technology; Learning","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85095781665"
"George Reyes C.E.; Avello-Martínez R.","George Reyes, Carlos Enrique (57221999857); Avello-Martínez, Raidell (56585267500)","57221999857; 56585267500","Digital literacy in education. Systematic review of scientific production in Scopus; [Alfabetización digital en la educación. Revisión sistemática de la producción científica en SCOPUS]","2021","Revista de Educación a Distancia","21","66","5","","","","22","10.6018/RED.444751","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106620529&doi=10.6018%2fRED.444751&partnerID=40&md5=c65fde110f0af18976765b9d248740cb","The incorporation of technologies in scenarios of social interaction has led to changes in the way in which people communicate, learn and share information. In education, access and massification of digital infrastructure has led to the need to conceptualize and reconceptualize the term digital literacy from various angles as a way of understanding what are the skills needed to participate in a hyperconnected world. In this work, a systematic review of the bibliography related to the topic was carried out using the Scopus database. A diachronic study was carried out that examined 138 articles obtained from the terms digital literacy, education and school. An early conceptualization based on the need to incorporate skills to use technologies instrumentally was identified, and a contemporary reconceptualization in which the idea that mastering hardware and software is enough to consider a person digitally literate is overcome. It is concluded that, in order to make digital literacy conceptualizations, terms such as information literacy, computer literacy and media literacy must necessarily be considered, since new literacies based on the incorporation of technologies in education are articulated on these parameters. © 2021 Universidad de Murcia. All rights reserved.","Bibliography; Digital literacy; Information literacy; Technology","","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85106620529"
"Del Cerro Velázquez F.; Rivas F.L.","Del Cerro Velázquez, Francisco (25627275900); Rivas, Fernando Lozano (57205692063)","25627275900; 57205692063","Study of a case of teaching STEM subjects through ecourbanism supported by advanced design tools, in the 2030 horizon of sustainable development goals (SDGs); [Estudio de un caso de enseñanza de materias STEM a través del ecourbanismo apoyado por herramientas avanzadas de diseño, en el horizonte 2030 de objetivos de desarrollo sostenible (ODS)]","2018","Revista de Educación a Distancia","","58","12","","","","4","10.6018/red/58/12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061151923&doi=10.6018%2fred%2f58%2f12&partnerID=40&md5=06749d58ceaddcbe81d6a28932a83f13","The article proposes an innovative practice in the teaching-learning of STEM subjects, specifically proposes ecourbanism as a methodological tool supported by advanced design tools (GIMP, Goolzoom and Sketchup) and, in turn, justifies its contribution, from education, to the penetration of the Sustainable Development Goals in society. In this sense, resolution 70/01 of the United Nations General Assembly proposes the Agenda 2030 for Sustainable Development. It formulates 17 sustainable development goals (SDGs) necessary to achieve this state of equilibrium. The article justifies the importance of SDG 4 (Quality Education) to achieve, expand and effectively implement the rest of the SDGs and demonstrates the potential of ecourbanism as a methodological instrument that from education will allow this idea. To this end, it is analyzed how, with ecourbanism and its intrinsic relationship with environmental education, it is possible to work the SDGs in the classroom and achieve the objectives of the curricular subjects, favoring the development of new generations, with a critical and positive attitude towards Sustainable Development. In accordance with the above, sustainable development goals are related to the ecourban goals of an ecocity. Finally, this innovative practice is applied through the following case: Projection and development of opportunity spaces in a school; project through which, 1.ºhigh school´s students of technical drawing of the school La Inmaculada de Cartagena, participated in the First Olympiad of Architecture of the region of Murcia (2018) ""Make Cool Your School"" (2018). © Universidad de Murcia 2018. All Rights Reserved.","Ecourbanism; Environmental Education; Quality Education; SDG 4; STEM; Sustainable Development Goals","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85061151923"
"Aguilar L.; Adell F.","Aguilar, Lourdes (7102332998); Adell, Ferran (57190991875)","7102332998; 57190991875","The evaluation tool of an educational video game oriented to the learning of prosodic and communicative skills; [Instrumento de evaluación de un videojuego educativo facilitador del aprendizaje de habilidades prosódicas y comunicativas]","2018","Revista de Educación a Distancia","","58","6","","","","3","10.6018/red/58/6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061150438&doi=10.6018%2fred%2f58%2f6&partnerID=40&md5=030cc71eafc1a3167445b8724143c576","The article focuses on the evaluation procedure that accompanies the educational video game Pradia: mystery in the city. The video game is designed as an educational support tool that aims to improve the prosodic and communication skills of people with Down Syndrome, but to be effective it must be accompanied by a method of data export and evaluation of the results. To do this, the Test of Prosodic Skills of PRADIA (THAP-PRADIA) analyzes the degree of success in each of the activities included in the game and offers scores that estimate the learning progress. The exportation of the data and its latest analysis allow to obtain reports of results with different levels of detail: the scores can be grouped according to the learning objectives pursued by the video game, or a report can be extracted for each of the dynamics of the game. The organization of the results from the most general to the more particular allows us to obtain a global assessment of the communicative performance and the prosodic skills of the user throughout the game time, and at the same time to observe the most significant shortcomings, with the goal of proposing new teaching strategies. © Universidad de Murcia 2018. All Rights Reserved.","Development of communicative skills; Development of prosodic skills; Educational evaluation of video games; Learning in virtual environments; Special needs learning tools","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85061150438"
"Zafra E.S.; Rodríguez N.R.; Pérez A.E.Z.; Marañón P.L.P.; Rodríguez M.A.A.","Zafra, Eduardo Sanabria (57216981181); Rodríguez, Noelia Rodríguez (57216977277); Pérez, Andrés Eduardo Zerpa (56865213800); Marañón, Pedro Luis Prieto (57216979607); Rodríguez, María Ángeles Alonso (57216981728)","57216981181; 57216977277; 56865213800; 57216979607; 57216981728","Computational thinking: A new way to train working memory?; [El pensamiento computacional: ¿Una nueva forma de entrenar la memoria de trabajo?]","2020","Revista de Educación a Distancia","20","63","2","","","","0","10.6018/RED.401931","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085591178&doi=10.6018%2fRED.401931&partnerID=40&md5=4c6f3158471dd1e3e0fd53f6f55d589a","Computational thinking is a new concept which has been adquiring relevance in the last few years. There are some evidences of trainings based on this new concept improving different cognitive abilities. In this paper, it has been used a training based on computational thinking, designed by ""aula cultural de pensamiento computacional"" and the general foundation of the University of La Laguna. This training was applied to 49 students of secondary obligatory education who had been divided into two groups: one group received the training with a methodology based in guide learning and the other group received the training based on selflearning methodology. The main objective of this paper is to prove that training can improve the measures of working memory and check if the participants who have a high level of working memory take more benefits of the training. The results show that the training based on non-specific methodology in computational thinking improved the measures of working memory. In addition, there was no evidence of a higher level of benefit of the training in most of the tasks in the participants who have a high working memory level. © 2020 Universidad de Murcia. All rights reserved.","Computational thinking; Training; Working memory","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85085591178"
"Rojas-López A.; García-Peñalvo F.J.","Rojas-López, Arturo (57199998943); García-Peñalvo, Francisco José (16031087300)","57199998943; 16031087300","Assessment of computational thinking skills to predict student learning and retention in the subject programming computer in higher education; [Evaluación de habilidades del pensamiento computacional para predecir el aprendizaje y retención de estudiantes en la asignatura de programación de computadoras en educación superior]","2020","Revista de Educación a Distancia","20","63","4","","","","12","10.6018/RED.409991","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085615238&doi=10.6018%2fRED.409991&partnerID=40&md5=794f53877f3a1ae821f183e0d292313b","The objective of the article is to present the knowledge generated by carrying out an evaluation of specific computational thinking skills from 2016 to 2019. The aforementioned to determine the initial status of new students to the information technology career at the Universidad Tecnológica de Puebla - Mexico and promote academic performance in the Programming Methodology course in higher education. Through the selection of five items corresponding to five computational thinking skills (abstraction, generalization, decomposition, algorithmic design and evaluation) a relationship is established with the thematic contents of the course; therefore, it has been possible to determine what the strengths and weaknesses of students in order to support their academic performance. Two results stand out from the work done. First, the favorable impact on students for the acquisition of skills through surveys requested during each intervention. Second, from the third intervention, obtain a prediction of enrollment retention for at least the first four-month period. Based on the experimental design carried out in Mexico, the design proposal for the Technological University of Chile is also discussed. © 2020 Universidad de Murcia. All rights reserved.","Computational thinking; Higher education; Teaching-learning programming","","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85085615238"
"Stefaniak J.; Xu M.","Stefaniak, Jill (56038019500); Xu, Meimei (57218396207)","56038019500; 57218396207","Leveraging dynamic decision-making and environmental analysis to support authentic learning experiences in digital environments; [Aprovechar la toma de decisiones dinámica y el análisis ambiental para respaldar experiencias de aprendizaje auténticas en entornos digitales]","2020","Revista de Educación a Distancia","20","64","3","","","","11","10.6018/RED.412171","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095763367&doi=10.6018%2fRED.412171&partnerID=40&md5=8a1d55dfe4a3e62154b9d84980170cfb","Authentic learning is a pedagogical approach that situates students in real-world settings. It thereby requires instructional designers to make contextualized design decisions to enhance students’ online learning experiences. The purpose of this paper is to provide instructional designers with a conceptual framework to help guide their instructional design decisions for authentic learning experiences in digital environments. We purport that these design decisions should be guided by three constructs: environmental analysis, dynamic decision-making, and promotion of knowledge acquisition. We also provide recommendations for future research on decision-making practices and processes in instructional design contexts. © 2020 Universidad de Murcia. All rights reserved.","Authentic learning; Decision-making practices; Environmental analysis; Instructional design; Online instruction","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85095763367"
"Ángel-Díaz C.M.; Segredo E.; Arnay R.; León C.","Ángel-Díaz, Cristian Manuel (57216980594); Segredo, Eduardo (34880674900); Arnay, Rafael (25931941600); León, Coromoto (7101886607)","57216980594; 34880674900; 25931941600; 7101886607","Educational robotics simulator for fostering computational thinking; [Simulador de robótica educativa para la promoción del pensamiento computacional]","2020","Revista de Educación a Distancia","20","63","08","","","","8","10.6018/RED.410191","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085599185&doi=10.6018%2fRED.410191&partnerID=40&md5=57de65c3c8bfd9007c0aa531aa1fa4e2","This work presents a free software tool that facilitates the teaching of basic robotics and programming concepts at any educational institution. At the same time, it allows the development of computational thinking skills to be carried out: decomposition, abstraction, pattern recognition and algorithmic thinking. This tool allows the design and configuration of a robot through the specification of different types of sensors. After designing the robot, its behaviour can be simulated by means of different challenges proposed to the user. This behaviour is defined through a block-based visual programming language. Blocks allow actions that the robot has to perform based on the information gathered by the different sensors to be defined in order to pass a challenge. © 2020 Universidad de Murcia. All rights reserved.","Computational thinking; Educational robotics; Simulation; Visual programming","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85085599185"
"Barbour M.K.","Barbour, Michael K. (7005949699)","7005949699","Misbehaving toddler or moody teenager: Examining the maturity of the field of K-12 online learning; [Niños o adolescentes con mal comportamiento: Examinando la madurez del campo del aprendizaje en línea K-12]","2020","Revista de Educación a Distancia","20","64","4","","","","1","10.6018/RED.412821","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095778849&doi=10.6018%2fRED.412821&partnerID=40&md5=8de0ea2872b75cd9345abf69a250e9ad","Depending on the reference, the practice of K-12 online learning began sometime between 1991 and 1996. Yet almost three decades later, there is still little research to describe the K-12 online learning student experience, which has resulted in a lack of understanding of the actual instructional model, nature of the curriculum, and type and amount of support employed by K-12 online learning programs. Further, much of the available research is atheoretical, methodologically questionable, contextually limited, and overgeneralized. All these factors make the K-12 online learning research that does exist of little value in guiding practice. This manuscript examines the maturity of research in the field of K-12 online learning, with the goal of providing researchers with meaningful impact on future practice. © 2020 Universidad de Murcia. All rights reserved.","K-12; Misbehaving Toddler; Moody Teenager; Online Learning","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85095778849"
"Verdú A.J.R.; Pando A.C.; Llamas M.G.R.","Verdú, Alfredo José Ramón (57208688052); Pando, Alfredo Cuervo (57201861654); Llamas, María Gracia Ruiz (57208684007)","57208688052; 57201861654; 57208684007","A framework for visual art education in mobile devices; [Un marco de referencia para las enseñanzas artísticas visuales en dispositivos móviles]","2019","Revista de Educación a Distancia","1","59","07","","","","2","10.6018/red/59/07","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065525633&doi=10.6018%2fred%2f59%2f07&partnerID=40&md5=34517acc56cdf39e06ad0df747c8d543","The entry of mobile devices into the teaching-learning process in education occurred during the last years, has permeated all educational sectors, and has consequently required the incorporation in every discipline of new working methodologies or the adjustment of the existing ones. In any event, the incorporation of this kind of technology is demanding the implementation of organizational structures capable of adapting to the inherent potentialities of mobile devices, as well as to the different conceptual approaches in the teaching-learning process. In this work we propose a model of structure for the Visual Arts Education, which integrates the different phases and the necessary actions to be carried out, while considering learners as the central axis of the process. This model is based, on the one hand, on the definition of the learning setting, the strategic planning and the operational phase, and on the other hand, on the contexts and the working spaces from where the forms of intervention in the Visual Arts Education may be organised. As a final result, the instructional design of the mobile devices determines the planning of the actions in spaces of autonomous and authentic learning in which Visual Arts Education takes place. Finally, we propose the definition of the prototype, the test, the evaluation and the implementation of the strategy at the moment of production. © 2019 Universidad de Murcia. All rights reserved.","Art education; Cybermedia; Didactic innovation; Educational strategies; Higher education; Instructional design; Interpersonal communication; M-learning","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85065525633"
"Gatica B.V.; Martínez R.E.L.","Gatica, Belén Velázquez (57224107242); Martínez, Rocío EdithLópez (57224110972)","57224107242; 57224110972","Critical analysis of the concept ""ubiquitous learning"" through conceptual cartography; [Análisis crítico del concepto “aprendizaje ubicuo” a través de la Cartografía Conceptual]","2021","Revista de Educación a Distancia","21","66","6","","","","7","10.6018/RED.430841","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106985667&doi=10.6018%2fRED.430841&partnerID=40&md5=4ba2acacc56d60ae8b6924f369b9e7d4","The concept of “ubiquitous learning” has been criticized due to its technocentric nature, which emphasizes technological aspects over educational ones. However, once ubiquitous learning evolves into an educational concept, its contributions may become more relevant and pertinent in the context of ubiquity and its applications in learning. For this reason, the objective of this work was to carry out a documentary review on the term ubiquitous learning, to make a critical analysis that supports its development. The Conceptual Cartography method was used, through a four-phase procedure: 1) Search for documents relevant to the research; 2) Definition of inclusion and exclusion criteria for documents; 3) Data analysis with analytical categories (Notion, Characterization, Categorization, Differentiation, Classification, Exemplification and Linkage); 4) Interpretation of results. The main result suggests that ubiquitous learning matured conceptually, due to the incorporation of two approaches: continuous and personalized learning. However, these approaches are based on learning ideals, so it is necessary to specify concepts that support the ubiquitous learning perspective when establishing concrete educational practices. © 2021 Universidad de Murcia. All rights reserved.","Conceptual cartography; Context; Continuous learning; Technological ubiquity; Ubiquitous learning","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85106985667"
"Esther del Moral Pérez M.; López-Bouzas N.","Esther del Moral Pérez, M. (54941439700); López-Bouzas, Nerea (57224082694)","54941439700; 57224082694","Augmented reality and stimulation of social and communicative abilities in people with ASD: Research review; [Realidad aumentada y estimulación de la competencia socio-comunicativa en personas con TEA: Revisión de investigaciones]","2021","Revista de Educación a Distancia","21","66","3","","","","0","10.6018/RED.454751","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106905880&doi=10.6018%2fRED.454751&partnerID=40&md5=05cce83d51e53327f297ca2eff4a7d3d","Some studies, focused on analysing the impact of augmented reality in interventions to people with Autism Spectrum Disorder (ASD), are gathered, directed to stimulate their social and communicative abilities in order to favour their social interaction. A qualitative methodology is adopted in this paper as specified in the systematic revision of investigations (N=26) -through meta-analysis- published during 2012-2020 in specialized academic journals and developed in three different contexts: educative, technological and psycho-experimental. The results show that most of them are case studies. Technological studies, bound to the design and establishment of augmented reality resources in the clinical setting, are the ones that stand out. Furthermore, those associated to interventions in the educational environment incorporate augmented reality as a teaching resource in the school setting. Finally, those developed in a psycho-experimental context describe interventions with augmented reality and analyse the people's behaviour in different fields. Unanimity is observed when it comes to highlight the positive impact these apps or augmented reality systems have to stimulate social interaction. However, interventions phases are not specified nor are accessible or commercial resources used, what restricts its extrapolation to other contexts. In conclusion, an interdisciplinary equipment which shares the discoveries concerning the benefit of people with ASD is required, arousing interventions which favour their total socio-educational inclusion. © 2021 Universidad de Murcia. All rights reserved.","Augmented reality; Autism spectrum disorder; Communicative skills; Socialization","","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85106905880"
"Vargas R.M.; Kalman J.","Vargas, René Montero (57205691545); Kalman, Judith (55989752200)","57205691545; 55989752200","The construction of flexibility in a virtual program at a public Colombian distance education university; [Construcción de la flexibilidad en una universidad colombiana pública a distancia con modalidad virtual]","2018","Revista de Educación a Distancia","","58","8","","","","3","10.6018/red/58/8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061136454&doi=10.6018%2fred%2f58%2f8&partnerID=40&md5=41c969a5b016b30b124aaff90b54d7c0","Flexibility in an online program of higher education, refers a concept formulated by international organisms and reproduced by diverse institutions. This notion proposes that students have multiple options in time, space, and methodologies to realize course activities. However, there are few studies that focus on the ways or forms in which this concept is construed by students in online programs. This qualitative study describes some of these ways and analyzes students' participations in an online forum used to develop learning activities within the context of a course being taken online on a Moodle platform. Our results show some of the ways that flexibility plays out in practice in two groups of students as they interact in online classrooms practices. © Universidad de Murcia 2018. All Rights Reserved.","Discourse analysis; Distance education; Educative flexibility; Higher education","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85061136454"
"Moreira M.A.","Moreira, Manuel Area (6603881655)","6603881655","From face to face instruction to digital education. Autobiography of a teaching life; [De la enseñanza presencial a la docencia digital. Autobiografía de una historia de vida docente]","2018","Revista de Educación a Distancia","","56","1","","","","7","10.6018/red/56/1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061130670&doi=10.6018%2fred%2f56%2f1&partnerID=40&md5=3491025d9a45c922a82b1e2f9a5d3ae2","This article describes and analyzes the process and teaching evolution experienced by the author over two decades in relation to innovating his practice of university teaching using the Internet. It is based on the narrative methodological approaches of the so-called life stories and, in particular, on the technique of autobiographical research. In this career, five major stages have been identified that have evolved from the first web spaces for face-to-face teaching to the current developments in digital distance education. This autobiography is not elaborated in an intuitive way, but based on different empirical evidences that the author has been consciously collecting during the twenty years of its duration. The article concludes by presenting theoretical reflections on the pedagogy of digital education, the influence of the institutional context and the cultural changes of Millennials students. © 2018 Revista de Educacion a Distancia. All Rights Reserved.","Autobiography; Digital education; ELearning; Higher education; Virtual classroom","","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85061130670"
"Gewerc A.; Ros M.Z.","Gewerc, Adriana (56011051000); Ros, Miguel Zapata (57216866862)","56011051000; 57216866862","Presentation; [Presentación]","2019","Revista de Educación a Distancia","19","61","","","","","1","10.6018/RED/61/00","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085042489&doi=10.6018%2fRED%2f61%2f00&partnerID=40&md5=8a929eb8af6edc78199952dd778360a8","[No abstract available]","","","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85085042489"
"Patrão C.; De Figueiredo A.D.","Patrão, Carla (57205687001); De Figueiredo, António Dias (36975262600)","57205687001; 36975262600","A social web based pedagogical strategy for teaching journalism in higher education","2018","Revista de Educación a Distancia","","57","8","","","","3","10.6018/red/57/8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061116682&doi=10.6018%2fred%2f57%2f8&partnerID=40&md5=51f54be7c7813929cbd8442d526ebed3","This article presents a pedagogical strategy for the education of journalists in higher education. Its main characteristic is that it occurs mainly on the social web, with the students sharing their journalistic productions in a collective blog and discussing their work on a Facebook page. The strategy also aims at developing the sense of autonomy and democratic participation of the students and their awareness of the values and practices of the profession. The strategy is the culmination of a three-cycle action-research project, developed over a period of five years, on how to educate journalists through innovative learning experiences based on new technologies. We believe that both the strategy and the research that led to it may be inspiring to educators and researchers concerned with the challenges of education on the social web. © 2018 Revista de Educacion a Distancia. All Rights Reserved.","Activity Theory; Education; Journalism; McLuhan; Social Web","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85061116682"
"Ivanov I.; Kosonogova M.; Cobo J.C.","Ivanov, Igor (57218386033); Kosonogova, Marina (56358983300); Cobo, Jesennia Cárdenas (57217676075)","57218386033; 56358983300; 57217676075","Mathematical and algorithmic modeling of the terms of the theory of socioconstructivism for a digital educational environment; [Modelación matemática y algorítmica de los términos de la teoría del socioconstructivismo para un entorno educativo digital]","2020","Revista de Educación a Distancia","20","64","7","","","","1","10.6018/RED.409761","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095769063&doi=10.6018%2fRED.409761&partnerID=40&md5=8721059828de7d6a3d967236c43a47aa","The focus of the paper is on NGDLE (Next Generation Digital Learning Environment) concept and it provides a list of typical components that can be integrated into the educational environment according to the NGDLE model. One of the limitations of e-learning systems is the difficulty to observe and correct the learning process individually. Generally, variation of individual course content is based on binary decision: whether the test has been passed or not. The particular characteristics of the students are not taken into account by the systems, although pedagogical theory achieved sufficient results. The authors consider the possibility of immersing Lev Vygotsky's theory of socio-constructivism into a digital environment, particularly its focus on the continuous change of personal development zones. Since currently do not exist quantitative models of developmental zones, the task is posed and solved to construct a mathematical model of the proximal developmental zone, based on the item response theory and computational psychometrics. To quantitatively estimate the width of the zone of proximal development, we use the idea of its proportionality to the knowledge level, which, in turn, is considered as a latent variable. For a formal description of the knowledge level, we propose a list of measurable indicators: indicators of educational activity and the pattern of interaction between the user and the digital environment. The constructed model of the development zone is used for the adaptive management of e-learning, in which it presents a control algorithm that implements cognitive development. The technique of assessing the suitability of applying the model of the proximal development zone is described. To assess feasibility, the experimental material has been used: data on the results of educational activities of 1469 students in two countries: Russia and Ecuador. As a result of the study, the hypothesis was confirmed that the level of training achieved in the course with the elements of cognitive development is higher than the results of e-learning, without taking into account the theory of socio-constructivism. In addition, approaches to the architecture of the modern digital educational environment are considered. © 2020 Universidad de Murcia. All rights reserved.","Cognitive development; Educational indicators; ELearning; Item response theory; Knowledge level; Learning trajectory; Psychometrics","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85095769063"
"Simó V.L.; Lagarón D.C.; Rodríguez C.S.","Simó, Víctor López (54881878900); Lagarón, Digna Couso (57208132111); Rodríguez, Cristina Simarro (57217004359)","54881878900; 57208132111; 57217004359","STEM education for and with a digital era: The role of digital tools for the performance of scientific, engineering and mathematic practices; [Educación STEM en y para un mundo digital: El papel de las herramientas digitales en el desempeño de prácticas científicas, ingenieriles y matemáticas]","2020","Revista de Educación a Distancia","20","62","07","","","","16","10.6018/RED.410011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085711920&doi=10.6018%2fRED.410011&partnerID=40&md5=6f44158ab40bed0bb9f41f74cfe465d0","Currently there is a wide range of digital tools that can be used in science, technology, engineering and mathematics education (the STEM disciplines) during primary and secondary school. Based on the definitions proposed by international consensus frameworks, we aim to discuss the relationship STEM education and digital tools, focusing on how an adequate symbiosis between both can contribute both to improve the scientific, mathematical and technological students' competences, and to improve their digital skills, necessary for their personal and professional development in the digital era. We intend to provide a perspective to the use of digital tools in school, going beyong fashions, and discussing why and how to use each of these tools. More especifically, we propose which opportunities offers the digital-based instruction for STEM learning, and at the same time which opportunities offers the STEM instruction for digital learning. With this research-based discussion, we aim to overcome the debate ""digital tools yes or not"", but ""how and why"" to use these tools in school. © 2020 Universidad de Murcia. All rights reserved.","Digital competence; Digital tools; ICT; Science education; STEM","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85085711920"
"Polly D.; Byker E.","Polly, Drew (27467665600); Byker, Erik (56431227200)","27467665600; 56431227200","Considering the role of zone of proximal development and constructivism in supporting teachers’ TPACK and effective use of technology; [Consideración del papel de la Zona de Desarrollo Próximo y el constructivismo en el apoyo al TPACK de los maestros y al uso efectivo de la tecnología]","2020","Revista de Educación a Distancia","20","64","5","","","","3","10.6018/RED.408661","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095753505&doi=10.6018%2fRED.408661&partnerID=40&md5=eca8958542da0ceda76f504029879297","This article examines Vygotsky’s (1978) Zone of Proximal Development (ZPD) and Tharp and Gallimore’s (1988) application of ZPD for teacher learning that can be used as a framework to develop teachers’ and teacher candidates’ Technological Pedagogical Content Knowledge (TPACK). We synthesize these ideas and provide vignettes from both teachers and teacher candidates that describe how ZPD can inform the way teachers’ TPACK is developed. We argue that the stages of ZPD (Tharp & Gallimore, 1988) provide a helpful framework for the development of teacher candidates’ and in-service teachers’ TPACK through experiential learning opportunities that include the reflection of the intersection of technologies, pedagogies, and content knowledge. The implication of our paper includes a call for long-term systematic examinations of strategies to support teachers and teacher candidate development of TPACK. © 2020 Universidad de Murcia. All rights reserved.","Constructivism; Educational technology; Mentoring; Teacher candidates; Technology integration; TPACK; ZPD","","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85095753505"
"Colás Bravo M.P.; De Pablos Pons J.; Pagán J.B.","Colás Bravo, María Pilar (54912108700); De Pablos Pons, Juan (36550108500); Pagán, Javier Ballesta (57189728369)","54912108700; 36550108500; 57189728369","The impact of ICT on teaching in the Spanish education system: A literature review; [Incidencia de las TIC en la enseñanza en el sistema educativo español: Una revisión de la Investigación]","2018","Revista de Educación a Distancia","","56","2","","","","49","10.6018/red/56/2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054953429&doi=10.6018%2fred%2f56%2f2&partnerID=40&md5=b5793ae3ebf08b3ee293e3477d58db50","This study aims to map out the effects of the inclusion of ICT in Secondary and Primary Education within the Spanish education system from a general and broad perspective. Rather than offering a thorough and detailed account of the existing scientific production on effects or consequences, we seek to address specifically those aspects that, in our view, are relevant to visualize said incidence on teaching and establish some implications. This literature review allows for the identification of a series of features which characterize the evolution and the transformations which these technologies trigger at non-university teaching levels. Similarly, the present literature review analyzes the main difficulties for a complete integration to occur, examining the likely changes and transformations which can promote such an integration within the analyzed educational system. The description of some features within teaching policies aimed at the integration of ICT at European, national and regional levels highlights the necessity to characterize good practices as the backbone of innovation and the improvement of teaching, where ICT have great educational potential as students feel more motivated while, at the same time, ICT foster independent learning and more participative forms of teaching. © 2018 Revista de Educacion a Distancia. All Rights Reserved.","ICT; Integration; Research in education; Spanish education system","","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85054953429"
